age,sex,income_family,province,education,religious,marital_status,language_knowledge,employed
64,Male,"$75,000 to $99,999",Quebec,Above bachelor,Yes,Single,Both English and French,No
80,Female,"$25,000 to $49,999",Ontario,Above bachelor,Yes,Has a partner,English only,No
23,Female,"$50,000 to $74,999",Ontario,Bachelor's degree,No,Single,English only,Yes
75,Female,"Less than $25,000",British Columbia,Less than high school,Yes,Single,Both English and French,No
62,Female,"$100,000 to $ 124,999",Alberta,High school diploma,Yes,Has a partner,English only,Yes
79,Male,"$50,000 to $74,999",Manitoba,High school diploma,Yes,Has a partner,Both English and French,No
24,Male,"$50,000 to $74,999",Quebec,College or certificate,Yes,Single,Both English and French,Yes
38,Male,"$125,000 and more",Nova Scotia,College or certificate,Yes,Has a partner,English only,Yes
41,Female,"$125,000 and more",Newfoundland and Labrador,Bachelor's degree,Yes,Has a partner,English only,No
43,Female,"$50,000 to $74,999",New Brunswick,High school diploma,Yes,Has a partner,English only,Yes
39,Male,"$25,000 to $49,999",Prince Edward Island,College or certificate,No,Single,English only,Yes
65,Female,"$25,000 to $49,999",British Columbia,College or certificate,Yes,Single,Both English and French,No
58,Male,"$50,000 to $74,999",British Columbia,College or certificate,Yes,Single,English only,No
16,Female,"$50,000 to $74,999",Newfoundland and Labrador,Less than high school,Yes,Single,Both English and French,No
32,Female,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,English only,Yes
60,Male,"$75,000 to $99,999",Manitoba,High school diploma,Yes,Single,English only,Yes
61,Male,"$100,000 to $ 124,999",Newfoundland and Labrador,College or certificate,Yes,Has a partner,English only,Yes
66,Female,"$125,000 and more",Ontario,Above bachelor,Yes,Has a partner,Both English and French,No
55,Female,"$50,000 to $74,999",New Brunswick,High school diploma,Yes,Has a partner,English only,No
38,Female,"$25,000 to $49,999",Alberta,Bachelor's degree,Yes,Has a partner,English only,No
66,Male,"$75,000 to $99,999",Nova Scotia,High school diploma,Yes,Single,English only,Yes
80,Female,"Less than $25,000",New Brunswick,Less than high school,Yes,Single,English only,No
60,Female,"$100,000 to $ 124,999",British Columbia,Less than high school,Yes,Has a partner,English only,Yes
33,Female,"$125,000 and more",Ontario,Bachelor's degree,Yes,Single,English only,Yes
39,Male,"$125,000 and more",British Columbia,Bachelor's degree,No,Has a partner,Both English and French,Yes
44,Female,"$25,000 to $49,999",Quebec,College or certificate,Yes,Single,French only,Yes
33,Male,"$125,000 and more",Quebec,Bachelor's degree,Yes,Has a partner,Both English and French,Yes
67,Female,"$125,000 and more",Quebec,High school diploma,Yes,Has a partner,French only,No
45,Male,"$50,000 to $74,999",Prince Edward Island,High school diploma,Yes,Has a partner,English only,Yes
78,Female,"Less than $25,000",British Columbia,High school diploma,Yes,Single,English only,No
66,Female,"$50,000 to $74,999",British Columbia,Bachelor's degree,Yes,Single,Both English and French,No
48,Male,"$25,000 to $49,999",Ontario,High school diploma,Yes,Has a partner,English only,Yes
41,Female,"$125,000 and more",Manitoba,Above bachelor,No,Has a partner,English only,Yes
76,Female,"Less than $25,000",New Brunswick,High school diploma,Yes,Single,English only,No
74,Female,"Less than $25,000",British Columbia,High school diploma,Yes,Single,English only,No
62,Male,"$125,000 and more",Manitoba,Bachelor's degree,Yes,Has a partner,English only,Yes
53,Male,"$100,000 to $ 124,999",Newfoundland and Labrador,Less than high school,Yes,Has a partner,English only,Yes
32,Female,"Less than $25,000",New Brunswick,College or certificate,Yes,Single,English only,No
62,Male,"Less than $25,000",Quebec,College or certificate,Yes,Single,French only,No
43,Female,"Less than $25,000",British Columbia,High school diploma,Yes,Single,English only,No
68,Female,"$25,000 to $49,999",Alberta,Less than high school,Yes,Has a partner,English only,Yes
22,Female,"Less than $25,000",Ontario,Less than high school,Yes,Single,English only,Yes
72,Male,"Less than $25,000",Ontario,College or certificate,Yes,Single,English only,No
71,Male,"$125,000 and more",Nova Scotia,High school diploma,Yes,Has a partner,English only,No
26,Male,"$125,000 and more",Ontario,Bachelor's degree,Yes,Single,English only,Yes
61,Female,"$25,000 to $49,999",Nova Scotia,College or certificate,Yes,Has a partner,English only,No
34,Female,"$75,000 to $99,999",Nova Scotia,College or certificate,Yes,Has a partner,English only,Yes
21,Male,"$125,000 and more",Quebec,College or certificate,Yes,Single,Both English and French,Yes
47,Female,"$50,000 to $74,999",Quebec,College or certificate,Yes,Has a partner,French only,Yes
61,Male,"$50,000 to $74,999",British Columbia,Less than high school,Yes,Single,English only,Yes
66,Female,"$50,000 to $74,999",Quebec,Less than high school,Yes,Has a partner,French only,No
18,Female,"$125,000 and more",British Columbia,High school diploma,No,Single,English only,Yes
26,Female,"$50,000 to $74,999",New Brunswick,Bachelor's degree,Yes,Has a partner,English only,Yes
51,Female,"$125,000 and more",Ontario,College or certificate,Yes,Single,English only,Yes
44,Female,"$50,000 to $74,999",Quebec,College or certificate,Yes,Has a partner,Both English and French,Yes
76,Male,"$25,000 to $49,999",Alberta,College or certificate,Yes,Has a partner,English only,No
62,Female,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,English only,Yes
80,Male,"$25,000 to $49,999",British Columbia,Bachelor's degree,Yes,Single,English only,No
31,Female,"$125,000 and more",Newfoundland and Labrador,Above bachelor,Yes,Has a partner,English only,Yes
25,Female,"$125,000 and more",Nova Scotia,Bachelor's degree,Yes,Single,English only,Yes
63,Male,"$100,000 to $ 124,999",Quebec,Above bachelor,Yes,Has a partner,French only,Yes
80,Male,"$125,000 and more",Manitoba,College or certificate,Yes,Has a partner,English only,Yes
37,Male,"$75,000 to $99,999",Ontario,High school diploma,Yes,Has a partner,English only,Yes
74,Female,"$50,000 to $74,999",Quebec,Less than high school,Yes,Has a partner,French only,No
36,Female,"$125,000 and more",British Columbia,Above bachelor,Yes,Single,English only,Yes
15,Male,"$75,000 to $99,999",Saskatchewan,Less than high school,No,Single,English only,No
71,Female,"Less than $25,000",Quebec,Less than high school,Yes,Single,French only,No
80,Male,"$50,000 to $74,999",Quebec,Bachelor's degree,Yes,Has a partner,Both English and French,No
66,Male,"Less than $25,000",Ontario,Less than high school,Yes,Has a partner,Both English and French,Yes
46,Male,"$125,000 and more",Nova Scotia,College or certificate,No,Has a partner,English only,Yes
46,Female,"$50,000 to $74,999",British Columbia,Bachelor's degree,Yes,Has a partner,English only,No
59,Female,"Less than $25,000",Quebec,Less than high school,Yes,Single,French only,No
48,Female,"Less than $25,000",Newfoundland and Labrador,College or certificate,No,Single,English only,Yes
33,Male,"$125,000 and more",Manitoba,College or certificate,Yes,Has a partner,English only,Yes
80,Female,"Less than $25,000",Quebec,College or certificate,Yes,Single,French only,No
44,Female,"$125,000 and more",Quebec,Bachelor's degree,Yes,Has a partner,Both English and French,Yes
57,Female,"$25,000 to $49,999",Quebec,High school diploma,Yes,Has a partner,Both English and French,Yes
73,Male,"$50,000 to $74,999",British Columbia,High school diploma,Yes,Single,English only,No
66,Female,"$50,000 to $74,999",British Columbia,Bachelor's degree,Yes,Has a partner,Both English and French,No
57,Male,"$125,000 and more",Quebec,College or certificate,Yes,Has a partner,French only,Yes
36,Male,"$100,000 to $ 124,999",Quebec,College or certificate,Yes,Has a partner,Both English and French,Yes
48,Female,"$25,000 to $49,999",Ontario,High school diploma,Yes,Single,English only,Yes
65,Female,"$50,000 to $74,999",Ontario,College or certificate,Yes,Single,English only,Yes
52,Female,"$25,000 to $49,999",Quebec,High school diploma,Yes,Single,French only,Yes
63,Female,"$125,000 and more",Manitoba,High school diploma,No,Has a partner,English only,Yes
69,Male,"$100,000 to $ 124,999",Ontario,Above bachelor,Yes,Has a partner,English only,No
47,Female,"$50,000 to $74,999",Newfoundland and Labrador,College or certificate,Yes,Single,English only,Yes
68,Female,"Less than $25,000",Ontario,Less than high school,Yes,Single,English only,No
48,Female,"$75,000 to $99,999",Manitoba,College or certificate,Yes,Has a partner,English only,Yes
38,Female,"$100,000 to $ 124,999",Saskatchewan,High school diploma,Yes,Has a partner,English only,Yes
59,Male,"$25,000 to $49,999",Quebec,College or certificate,Yes,Has a partner,French only,Yes
62,Male,"Less than $25,000",Quebec,College or certificate,Yes,Single,French only,No
76,Male,"$25,000 to $49,999",Quebec,High school diploma,Yes,Single,French only,No
65,Male,"$25,000 to $49,999",Saskatchewan,Above bachelor,Yes,Has a partner,English only,No
38,Male,"$125,000 and more",New Brunswick,College or certificate,Yes,Has a partner,English only,Yes
80,Female,"$125,000 and more",British Columbia,College or certificate,Yes,Has a partner,English only,No
68,Female,"$50,000 to $74,999",Newfoundland and Labrador,Less than high school,Yes,Has a partner,English only,No
57,Female,"Less than $25,000",Quebec,Less than high school,Yes,Single,French only,No
46,Male,"Less than $25,000",New Brunswick,High school diploma,Yes,Single,English only,No
56,Female,"$125,000 and more",Ontario,Above bachelor,Yes,Has a partner,English only,Yes
56,Female,"$75,000 to $99,999",Quebec,College or certificate,Yes,Has a partner,Both English and French,Yes
46,Male,"$25,000 to $49,999",Manitoba,High school diploma,No,Has a partner,English only,Yes
22,Female,"Less than $25,000",Ontario,College or certificate,No,Single,Both English and French,Yes
76,Female,"$50,000 to $74,999",British Columbia,Less than high school,Yes,Single,English only,No
58,Female,"$100,000 to $ 124,999",Saskatchewan,College or certificate,Yes,Single,English only,Yes
66,Female,"Less than $25,000",Newfoundland and Labrador,Less than high school,Yes,Single,English only,No
55,Female,"$50,000 to $74,999",British Columbia,Bachelor's degree,Yes,Single,Both English and French,Yes
18,Female,"$125,000 and more",Quebec,High school diploma,No,Single,Both English and French,Yes
56,Female,"$125,000 and more",New Brunswick,College or certificate,Yes,Has a partner,English only,Yes
16,Male,"$125,000 and more",British Columbia,Less than high school,No,Single,English only,Yes
29,Female,"$125,000 and more",Ontario,Above bachelor,Yes,Single,English only,Yes
56,Female,"$125,000 and more",Alberta,High school diploma,No,Has a partner,English only,No
67,Female,"$50,000 to $74,999",Quebec,Bachelor's degree,Yes,Has a partner,French only,Yes
52,Female,"$50,000 to $74,999",New Brunswick,College or certificate,Yes,Single,English only,Yes
38,Male,"$75,000 to $99,999",Quebec,Bachelor's degree,Yes,Single,Both English and French,Yes
34,Male,"$75,000 to $99,999",Ontario,High school diploma,Yes,Single,English only,Yes
27,Female,"Less than $25,000",British Columbia,College or certificate,Yes,Has a partner,English only,No
61,Female,"$100,000 to $ 124,999",Ontario,College or certificate,Yes,Single,English only,Yes
78,Female,"Less than $25,000",Manitoba,High school diploma,Yes,Has a partner,English only,No
32,Female,"$75,000 to $99,999",Alberta,College or certificate,No,Single,English only,Yes
44,Female,"$75,000 to $99,999",British Columbia,Bachelor's degree,No,Has a partner,English only,Yes
80,Male,"$50,000 to $74,999",Saskatchewan,Bachelor's degree,Yes,Has a partner,English only,No
59,Female,"Less than $25,000",Ontario,College or certificate,Yes,Single,English only,Yes
64,Female,"Less than $25,000",Quebec,College or certificate,Yes,Single,French only,Yes
19,Male,"Less than $25,000",New Brunswick,High school diploma,Yes,Single,Both English and French,Yes
56,Female,"$50,000 to $74,999",Alberta,High school diploma,Yes,Single,English only,Yes
80,Male,"$25,000 to $49,999",New Brunswick,Less than high school,Yes,Has a partner,English only,No
78,Female,"Less than $25,000",Manitoba,Less than high school,No,Single,English only,No
80,Female,"$25,000 to $49,999",Quebec,Less than high school,Yes,Single,French only,No
26,Male,"$25,000 to $49,999",Quebec,Less than high school,Yes,Single,Both English and French,Yes
63,Male,"$100,000 to $ 124,999",Nova Scotia,High school diploma,Yes,Has a partner,English only,Yes
30,Female,"$100,000 to $ 124,999",Quebec,Above bachelor,Yes,Has a partner,French only,No
52,Female,"$125,000 and more",British Columbia,Above bachelor,Yes,Has a partner,English only,Yes
62,Female,"$50,000 to $74,999",Prince Edward Island,College or certificate,Yes,Single,English only,Yes
39,Female,"$75,000 to $99,999",Manitoba,High school diploma,Yes,Has a partner,English only,No
19,Female,"$125,000 and more",Quebec,High school diploma,Yes,Single,French only,Yes
69,Male,"$125,000 and more",Manitoba,High school diploma,Yes,Has a partner,English only,Yes
56,Female,"$100,000 to $ 124,999",Nova Scotia,College or certificate,Yes,Has a partner,English only,Yes
64,Female,"$50,000 to $74,999",Alberta,Less than high school,Yes,Has a partner,English only,No
51,Female,"$50,000 to $74,999",Ontario,College or certificate,Yes,Single,English only,Yes
65,Female,"$25,000 to $49,999",Alberta,Above bachelor,Yes,Single,Both English and French,Yes
19,Male,"Less than $25,000",Alberta,High school diploma,No,Single,English only,Yes
38,Female,"$75,000 to $99,999",British Columbia,College or certificate,No,Has a partner,English only,Yes
62,Female,"$50,000 to $74,999",Prince Edward Island,High school diploma,Yes,Single,English only,Yes
28,Male,"$25,000 to $49,999",Prince Edward Island,Bachelor's degree,No,Has a partner,English only,Yes
63,Male,"Less than $25,000",Quebec,College or certificate,No,Single,Both English and French,No
22,Female,"Less than $25,000",Ontario,High school diploma,Yes,Single,English only,Yes
62,Female,"$25,000 to $49,999",British Columbia,Above bachelor,Yes,Single,English only,Yes
50,Male,"$50,000 to $74,999",Quebec,High school diploma,Yes,Single,Both English and French,Yes
50,Female,"$50,000 to $74,999",Alberta,Less than high school,Yes,Has a partner,English only,No
36,Male,"$75,000 to $99,999",Ontario,High school diploma,Yes,Has a partner,English only,Yes
65,Male,"Less than $25,000",Ontario,College or certificate,Yes,Single,English only,No
52,Male,"$50,000 to $74,999",British Columbia,High school diploma,Yes,Has a partner,English only,Yes
70,Female,"$25,000 to $49,999",New Brunswick,College or certificate,Yes,Single,English only,No
59,Male,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,English only,Yes
38,Male,"$25,000 to $49,999",Manitoba,College or certificate,Yes,Has a partner,English only,Yes
